Label,Tweet,Screen_Name,Description,User_Location,Time,Geo_Enabled,Place,Lat,Long
10,Aye‼️ playin SEATTLE WA this Thursday with @randomrab at @nectarlounge and Friday in PORTLAND OR at bossanovaballroom  ... LETS PARTY 🎉 👾‼️ https://t.co/jpzaxncIx7,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/19/19 12:43,TRUE,,,
10,So much fun‼️✅‼️ https://t.co/QVjTjh1fzn,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/19/19 11:02,TRUE,,,
1,@ebro9 That’s what I think too...,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/18/19 22:12,TRUE,,,
-2,There is massive amounts of detailed accounts of everyday life for the Egyptians.. yet not a single thing written about how the pyramids where built.. BECAUSE THEY DIDNT BUILD THEM... DUH.,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/18/19 22:01,TRUE,,,
3,"@salva U ever wonder what their music would sound like if they had the technology we have today?  Also peep Rachmaninoff.. 3rd piano concerto.. it’s dark, it’s passion.. it’s amazing.. also without YOU n I’d say @eprombeats, west coast bass wouldn’t b the same✅",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/18/19 15:36,TRUE,,,
5,@salva Chopin&gt;salva 😂 just sayin lol... jk tho I appreciate both.  Cause I’m not one dimensional.. FYI without Beethoven there prob not b Chopin like we know,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/18/19 15:31,TRUE,,,
-2,@SOULPHAZE Funkin right‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/18/19 13:26,TRUE,,,
-7,Ya know ... I funk in my sleep.. I funk in da morning .. I’m funkin tweeting right now... FUNK WIT ME👾 eryone have a funkin prodigious day ok‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/18/19 12:30,TRUE,,,
-4,@FunkyBtch Falling asleep with the dye in and waking up to no hair... 🤷‍♂️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/17/19 1:17,TRUE,,,
2,@itjazzi is the best 💜 if u wündering,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/17/19 1:17,TRUE,,,
8,@brainquilityfl Tooo much fun😎,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/17/19 1:16,TRUE,,,
4,Aye @brainquilityfl tonight 👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/16/19 15:51,TRUE,,,
8,@mikeywehling Awesome!! Enjoy!,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/15/19 20:30,TRUE,,,
-2,‼️🧟‍♂️‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/15/19 20:30,TRUE,,,
6,@EsseksMusic 😂,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/15/19 18:22,TRUE,,,
2,@OPIUO Same!!,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/15/19 18:21,TRUE,,,
3,@OPIUO I gotta get the phonetic versions of all your songs✅✅✅ people that can’t hear can still feel the bass n then they could read along to the music.,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/15/19 18:21,TRUE,,,
10,Yahooooo!!! Super 😆 excited‼️ https://t.co/4bTqjpU3Av,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/15/19 14:16,TRUE,,,
1,@NicholasGerlach No,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/15/19 5:59,TRUE,,,
3,@michalmenert Candi Statton - Mr. And Mrs. Untrue👾👾👾👾👾👾👾,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 18:11,TRUE,,,
3,@BigGigrantic 👌✅‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 15:04,TRUE,,,
4,"@NicholasGerlach Meeee toooo! I wrote that song in a hotel room in piran, Slovenia 🇸🇮 ‼️",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 15:03,TRUE,,,
2,@preister_kyle ‼️👾‼️✅👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 13:26,TRUE,,,
2,@Mikihiro_7 YAS‼️👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 13:26,TRUE,,,
2,@PaetzSam Ah twisted.. I made that all with a Roland JX-8p analog synth ‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 13:25,TRUE,,,
4,@SweetLou_38 ‼️👌‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 13:22,TRUE,,,
3,@jjallday_ I wish I could just have @Swattykins on talk box every night ha ‼️👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 13:22,TRUE,,,
6,@D1P3M I forgot about chesterfield! Thank u😎‼️👾,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 13:22,TRUE,,,
5,What’s ur favorite russliquid songs?! Name three ur fav songs below... (ps don’t name “feral cat” cause I already know haaa) I wanna see what y’all old favorites are to remix them to play… https://t.co/ybIT2s7dno,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/14/19 10:58,TRUE,"New Orleans, LA",29.948479,-90.070864
4,@freddytoddmusic Yes they on a whole other level in a different dimension ‼️👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/12/19 15:43,TRUE,,,
5,@freddytoddmusic Come to Nola haaa,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/12/19 11:10,TRUE,,,
-1,I want a pet owl.. or rather an owl friend. ‼️👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/10/19 13:41,TRUE,,,
10,@mrbillstunes Fuk yes that’s awesome!!! Congrats on the cool job‼️✅‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/10/19 9:32,TRUE,,,
9,Yes @GrassrootsCali we coming !!!!! https://t.co/Hb4LX2sSAO,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/8/19 15:35,TRUE,,,
4,@FunkyBtch @wearegraves @emmettkaimusic 😂,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/8/19 13:06,TRUE,,,
-1,"@FunkyBtch @wearegraves Well if ur not listening to @emmettkaimusic new new then ur causing global warming... https://t.co/raOV3nH2SJ (This really dope tho check it out n spread the word)",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/8/19 12:58,TRUE,,,
5,I feel like I’m forgetting something.... oh wait I am!!!! My dear frin n milk lorde @thriftworks is playing at @CervantesDenver tonight... n I just happen to b in Denver.  Wonder what that… https://t.co/PUtP2DYBGN,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/8/19 11:37,TRUE,"Denver, CO",39.75323451,-105.0001353
9,If u like good music this isn’t for u... if u like GREAT MUSIC then this is most def for YOU!!!  Masterful soulful beautiful music from @emmettkaimusic ‼️👾‼️ https://t.co/1ewzSApxDV,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/8/19 11:27,TRUE,,,
9,"@lowlitemusic Could easily do like 2-3 sets a night.... however whilst eryone tryin to b global, I’m tryin to b galactic ‼️👾👾👾👾👾👾👾👾👾👾👾👾",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/8/19 11:25,TRUE,,,
8,@mikeywehling Space Burgers‼️ Haa we had fun in Portland tho. Miss ya bud,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/8/19 11:24,TRUE,,,
8,I need my own spaceship 🚀... I have things to do... ✅👾✅,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/8/19 8:27,TRUE,,,
9,"Happy Thursday y’all! Make the day count ... also laughing is important.. make sure ur humorRUSS ✅ ....📸: @ABphotochicago @ New Orleans, Louisiana https://t.co/ifFZ4SYp0b",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/7/19 10:35,TRUE,"New Orleans, LA",29.948479,-90.070864
2,@ManicFocus @ConcordHall @BeatsAntique ‼️👾👾👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/6/19 16:16,TRUE,,,
0,@madzachofficial @Ableton Is it out or u testing?,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/6/19 13:53,TRUE,,,
1,@ProbCause @ManicFocus JMac is.. I’m in Nola ✅,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/5/19 15:41,TRUE,,,
3,@NicholasGerlach I have the best problems 😂,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/5/19 13:48,TRUE,,,
5,Oooh boi‼️ this track @ManicFocus n I cookin up is fuego x3 🔥 🔥🔥 can’t wait to share it with all yas ⭐️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/5/19 13:47,TRUE,,,
1,@TheTrueUsselman @siriusmoo @2emedanger I will check ✅‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/4/19 18:55,TRUE,,,
3,@_SamuelSon_ @therevivalists Their great‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/4/19 18:55,TRUE,,,
5,@Alynch745 I love @Khruangbin 💜,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/4/19 18:55,TRUE,,,
4,What’s ur fav music 🎶 ur listening to right now ??? 🎶👾🎶,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/4/19 18:43,TRUE,,,
5,@TheTrueUsselman Gracias ‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/4/19 16:34,TRUE,,,
1,@LouieLastic Done✅,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/4/19 16:14,TRUE,,,
9,I recorded too many good flute solos now I can’t decide which one gets to b permanent... 🤷‍♂️🎶‼️ (at least I like them all... I realize “good” is subjective)‼️👾‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/4/19 16:08,TRUE,,,
9,Music 🎶 the best thing humans ever did 🎶 https://t.co/WxFIA0laKg,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/4/19 12:39,TRUE,,,
8,"It’s Monday ‼️🎶‼️ make it count.. do stuff... live ur best life ‼️ find the peace within u‼️💜‼️...📸: @ABphotochicago @ New Orleans, Louisiana https://t.co/kYNE6Ss1CX",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/4/19 9:43,TRUE,"New Orleans, LA",29.948479,-90.070864
0,@NicholasGerlach @Griz #facts,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/3/19 12:54,TRUE,,,
1,@muxmool Tho thick👍,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/3/19 12:25,TRUE,,,
5,@SauceyDawsey08 @Griz Amazing 👌,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/3/19 12:24,TRUE,,,
6,@fiveivmusic @Nastysounds 🤣😂🤣,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/3/19 12:23,TRUE,,,
7,"@fiveivmusic @Nastysounds Lmao 😂 F#, F#, F#",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/3/19 11:35,TRUE,,,
5,@Griz I find it hard to believe anyone could dislike u.  Ur like the edm Gandhi‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/3/19 11:33,TRUE,,,
7,Fresh music yay ‼️🎶‼️ https://t.co/FhuwIPPJoJ,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/2/19 22:59,TRUE,,,
1,@ConcordHall @ZSPhotovisions @Silver_Wrapper And @thisiscarlile ‼️‼️‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/1/19 23:49,TRUE,,,
6,I play 10-11pm eryone ok byeeeeeeeeeeeeeeee‼️ https://t.co/PbZdY9XTF2,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/1/19 15:15,TRUE,,,
8,I hit at 10-11pm tonight ‼️ https://t.co/fZaBKKXX35,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/1/19 15:14,TRUE,,,
1,@MoonWizard__ @ConcordHall @BeatsAntique Not sure.. I play 10-11pm tho ‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/1/19 15:14,TRUE,,,
1,@JoeMacFocus @BeatsAntique See ya tonight,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/1/19 15:13,TRUE,,,
3,"My buddy @manicfocus ‼️‼️ yo Chicago I’m here.. I brought the 🔥 tunes to warm y’all up tonight at the @concordhall ‼️ I play 10-11pm followed by @beatsantique ✅ @ Chicago, Illinois https://t.co/waHLvVp0Ao",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/1/19 15:07,TRUE,"Chicago, IL",41.883222,-87.632496
5,"Playing at the @ConcordHall tonight !!!! Come get warm wit me... I brought the HEAT🔥🔥🔥 w/ @BeatsAntique https://t.co/u3LzgrFrX5",russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",2/1/19 12:47,TRUE,,,
-3,@ProbCause Dope‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",1/30/19 21:30,TRUE,,,
-1,@allieballo @ManicFocus ALL DAY‼️,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",1/30/19 21:18,TRUE,,,
-3,@allieballo @ManicFocus 🤷‍♂️ nobody tells me anything,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",1/30/19 20:43,TRUE,,,
1,@godbertius I might go too if u do... ✅👾✅,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",1/30/19 20:06,TRUE,,,
3,Everyone go to this if ur in FOCO ‼️👾‼️👾‼️👾‼️👾 https://t.co/pJzRFGuplv,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",1/30/19 19:33,TRUE,,,
-4,@PsalmOne @ManicFocus IM NOT READY FOR THE COLD 😩,russliquid,Eclectric EP out now!! https://t.co/1WwJmnLKdy 👾🎶👾 home of THE RUSS LIQUID TEST👾👾booking: landerson@paradigmagency.com mrunner@paradigmagency.com,"New Orleans, LA",1/30/19 19:32,TRUE,,,
